City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
62,port alfred,-40.45822920143757,121.6707860662305,282.24,66,47,3.67,au,1691803987
63,mitsamiouli,86.80373833458307,67.9303276800376,269.35,90,11,5.06,ru,1691803988
64,qui nhon,-13.305649819267714,95.93194602510084,297.9,76,38,7.49,id,1691803988
65,saint-philippe,-28.695317095235687,-121.14339213460437,289.39,64,13,12.12,pf,1691803989
66,yanam,-48.2345763713872,26.151772664503113,276.03,74,98,9.18,za,1691803989
67,bagdarin,69.63546396222677,83.64894384097624,279.94,41,0,10.92,ru,1691803989
68,butaritari,11.824781442287147,-167.3428682415159,300.14,80,21,7.75,us,1691803990
69,gweta,36.73697997788986,90.02806127930847,280.44,45,20,0.85,cn,1691803990
70,fort saint james,-47.14655276465246,69.7022046790837,278.5,89,100,17.69,mu,1691803990
71,chapada dos guimaraes,-62.639938766998405,-141.3191362946099,272.68,89,20,12.42,pf,1691803991
72,mulki,-51.09233926778666,-37.853730702442505,277.05,98,100,15.56,uy,1691803991
73,saskylakh,-73.49770953229492,48.048632977032184,215.98,100,85,5.91,za,1691803991
74,laguna,-59.21105290251104,-77.40820841607919,275.51,86,100,12.79,cl,1691803992
75,atuona,-8.049647754159082,46.17745042979445,297.37,83,96,7.65,km,1691803992
76,roebourne,-65.65977530759875,-142.97285283341762,273.07,83,100,12.41,pf,1691803992
77,qeshm,-64.38612313587822,6.98725682578862,267.59,93,100,12.69,za,1691803993
78,albany,13.948962793181167,110.77969761562684,302.27,83,11,7.47,vn,1691803993
79,saint george,-66.69125026322894,74.54104862033637,236.52,100,100,4.51,re,1691803993
80,guantanamo,14.018545392123116,-168.20067805064363,299.46,79,100,7.21,us,1691803994
81,adelaide,14.872927222719056,84.27502817730823,301.51,80,97,8.2,in,1691803994
82,honghu,53.41013144526178,113.06942489599993,287.18,96,100,1.65,ru,1691803994
83,longyearbyen,85.8991841047193,-67.07722709521566,272.75,94,24,2.92,gl,1691803995
84,kidal,-82.23473178728317,-19.683272725413133,244.37,99,100,5.54,ar,1691803995
85,guerrero negro,6.715354041718882,162.19520934230007,302.07,72,91,4.82,ki,1691803996
86,kieta,-20.178280027851827,25.155249576395192,286.59,61,0,3.04,bw,1691803996
87,pevek,54.26181099376683,-124.32872169626933,290.11,57,94,4.09,ca,1691803996
88,sorab,-14.836477997295532,-55.44357783298885,299.69,31,100,2.36,br,1691803997
89,iqaluit,13.090332083119861,74.7644302629642,299.81,89,40,2.57,in,1691803997
90,urgut,79.04519493911016,108.87214004220499,272.02,88,43,2.97,ru,1691803997
91,buckeye,-31.2504081690347,-47.05212238975187,292.6,77,95,5.29,br,1691803998
92,hithadhoo,-50.65954062454082,-126.83620993318186,278.09,70,100,11.24,pf,1691803998
93,aiquile,6.324316249594517,-136.64730907420534,299.2,83,100,4.82,pf,1691803999
94,vardo,-23.815441622950644,117.97709124279373,295.37,34,0,1.96,au,1691803999
95,ilulissat,85.87630199365773,-79.3893999888631,272.76,91,23,2.34,gl,1691803999
96,burica,18.264800488611442,179.42247143872572,300.26,85,100,12.84,ki,1691804000
97,takoradi,-87.47771827460632,-58.68154376422498,218.71,91,41,12.78,ar,1691804000
98,hilo,26.79060216685545,56.540666769382085,304.53,80,0,2.93,ir,1691804001
99,ust-kuyga,-55.21142777466288,112.58832666654621,275.03,91,100,17.61,au,1691804001
100,valparaiso,36.43332641950445,-63.09279007506815,300.01,89,64,8.42,bm,1691804001
101,kunya,29.279037908427426,-171.91293299191415,298.6,64,23,1.48,us,1691804002
102,tsihombe,-83.62406590178938,151.24249467965467,218.63,99,68,6.64,nz,1691804002
103,norman wells,59.45238750236655,-38.38850562515654,283.72,77,0,5.35,gl,1691804002
104,acapulco,20.0485968447541,-75.15947163855259,303.2,84,75,2.06,cu,1691804003
105,verkhoyansk,-34.98585253943832,138.4392486662813,287.73,89,100,1.54,au,1691804003
106,pangnirtung,29.519077468465284,113.2341987094751,306.06,60,84,3.16,cn,1691804003
107,havoysund,79.02767647691519,16.76835740774274,277.85,100,100,1.18,sj,1691804004
108,taolanaro,17.601593677266166,1.6753081590628938,302.17,51,89,1.58,ml,1691804004
109,ostrovnoy,76.68911214672966,156.26253418636043,275.27,88,1,9.36,ru,1691804004
110,tiksi,18.97726939209494,-125.89708085394798,298.02,82,7,5.68,mx,1691804005
111,yomou,-3.6985145378413193,157.47310754189527,301.38,77,8,4.77,pg,1691804005
112,hasaki,81.1669903729649,165.28672014127648,273.17,98,100,7.55,ru,1691804005
113,hobart,-26.65141850729296,79.44623715981248,290.82,56,75,6.09,mu,1691804006
114,cidreira,-25.36621156370377,-115.30813065067285,293.55,65,0,7.68,pf,1691804006
115,esso,14.407644835348464,75.00311901454478,294.75,94,99,2.82,in,1691804006
116,kuito,64.93357030120148,-80.36823982570638,277.03,93,22,2.35,ca,1691804007
117,katsuura,-57.62797977406886,100.03945737851734,272.71,87,97,8.84,au,1691804007
118,lushunkou,38.94126859519551,67.51622500837641,283.96,49,0,2.1,uz,1691804007
119,saint-augustin,-49.6845452962563,-88.9872851312098,279.41,97,100,6.03,cl,1691804007
120,lorengau,33.31290025613549,-113.15715450330174,311.72,18,1,5.63,us,1691804008
121,griffith,-77.64308035702216,20.6235478968961,228.95,97,100,7.33,za,1691804008
122,lima,-70.31497456051653,-85.79724821222206,251.07,94,100,10.75,cl,1691804009
123,new norfolk,-22.83576275896081,85.2677823419736,291.6,62,100,7.75,mv,1691804009
124,nizhneyansk,-58.21628565347638,-58.583178278814614,274.08,85,17,11.46,ar,1691804009
125,kodiak,-18.197678709144554,-64.83599858370657,289.44,80,76,1.63,bo,1691804010
126,carnarvon,21.569706470676238,-161.86471665832673,299.24,70,79,6.55,us,1691804010
127,avarua,87.44659051277566,35.750717066420805,271.99,81,100,4.28,no,1691804011
128,rockland,-19.528872731260293,111.89456882511513,295.35,69,6,1.83,au,1691804011
129,hualmay,78.88870140482345,-47.57684683465956,264.7,95,100,6.48,gl,1691804011
130,bellinzona,4.935909161485085,-83.02539241170575,300.18,84,100,4.2,pa,1691804012
131,brumadinho,-43.979984809063104,-76.72817766214482,280.37,68,100,8.28,cl,1691804012
132,sao filipe,-54.819947499963924,167.63355936786888,280.9,91,100,11.63,nz,1691804012
133,xam nua,-2.0995207879113593,0.6798980001572943,295.93,87,100,3.83,gh,1691804013
134,barentsburg,1.9694339517021433,-156.74228904879112,301.46,69,3,6.49,us,1691804013
135,cagliliog,69.85370077341048,137.29779296893759,299.4,26,85,2.3,ru,1691804014
136,bandarbeyla,-31.84261847590028,-73.34011616368996,285.99,74,100,14.86,cl,1691804014
137,awjilah,56.240559634232596,30.87079511478106,286.63,94,100,2.99,ru,1691804015
138,berdigestyakh,-79.30078377521977,9.38907346465615,234.34,100,100,4.89,za,1691804015
139,vaini,-38.06193145440575,42.228663923919555,288.5,70,100,6.13,mg,1691804016
140,victor harbor,88.03012515089472,98.32516223321818,270.38,92,13,5.7,ru,1691804016
141,provideniya,70.90810244204198,-127.0964393578729,275.45,92,100,8.64,ca,1691804016
142,nikolskoye,-75.13756148714282,171.16211848288668,230.79,100,99,2.76,nz,1691804017
143,torbay,78.3930454468076,21.287022800907437,274.66,100,100,0.6,sj,1691804017
144,todos santos,84.90504751566829,97.53411451596008,271.79,95,99,4.73,ru,1691804017
145,san felipe,-72.46003655524993,20.833430528683948,241.18,74,100,3.99,za,1691804018
146,marzuq,12.982964720649179,-100.67643368946526,302.61,71,100,0.15,mx,1691804018
147,tsiroanomandidy,70.73167950793663,132.30908207796602,288.79,55,71,7.72,ru,1691804018
148,boa vista,62.002862430885244,-63.65778814457977,278.44,98,100,5.57,ca,1691804019
149,kununurra,37.11451163825994,85.06345274686834,282.01,58,100,1.33,cn,1691804019
150,daru,73.67301513046775,24.361669651793846,282.82,91,9,4.06,no,1691804019
151,paka,8.353021522937254,162.73577715530337,301.77,71,100,5.4,ki,1691804020
152,rawson,-58.46289039666239,64.09642649859356,271.02,79,100,13.95,mg,1691804020
153,arraial do cabo,67.51541954885909,37.76991191554302,290.51,83,74,2.55,ru,1691804020
154,tiberias,76.6992279349439,124.89466051918595,271.93,81,100,5.9,ru,1691804021
155,myitkyina,7.481693598179106,-9.004386294222371,294.47,99,100,1.37,gn,1691804021
156,villa rica,30.745810554947,147.26532334482403,300.67,88,81,11.81,jp,1691804021
157,dullewala,-89.58702049523446,148.3388808384662,209.73,99,86,5.44,au,1691804022
158,puerto carreno,-40.15554547464789,-38.89932151728132,286.4,84,100,19.69,br,1691804022
159,barbar,56.445320425264754,159.46065313860987,282.46,70,96,4.34,ru,1691804022
160,hailar,-12.503881833370897,16.572461864599575,285.81,40,5,0.7,ao,1691804022
161,utiroa,71.05248088291401,-18.675121704535,276.64,86,9,4.31,gl,1691804023
162,pisco,24.172594102954875,151.97898916275972,299.83,88,100,16.45,jp,1691804023
163,dwarka,-67.74891227651406,-121.50969009291347,272.97,97,100,12.83,pf,1691804023
164,chokurdakh,38.813777705569976,120.84876703709983,297.68,81,100,1.51,cn,1691804024
165,sorland,3.238403748155662,-138.6497263338642,299.88,81,29,4.31,pf,1691804024
166,huanren,52.34671308917896,-57.670357983324976,282.68,99,100,2.58,ca,1691804024
167,marrakesh,13.932439097297191,176.60687583598354,301.05,76,22,4.23,ki,1691804025
168,inuvik,6.464313778666607,145.82881692617428,301.31,74,99,2.18,pg,1691804025
169,gravdal,-67.6925189596795,-125.63752895896508,272.98,97,100,13.33,pf,1691804025
170,upernavik,-32.63315568444681,145.23751025151932,293.27,31,72,2.3,au,1691804026
171,nabisar,12.810134415808136,50.659518697316,302.21,76,8,1.1,so,1691804026
172,codrington,14.094337580507528,-166.67846040981442,299.38,78,28,6.84,us,1691804026
173,surt,-16.141686295910574,-84.00054585052273,292.08,84,100,8.9,pe,1691804027
174,spornoye,-70.75466928441307,135.28755226875495,228.62,100,100,2.28,au,1691804027
175,pakxan,-29.934711620933783,-105.25820388653793,291.09,89,98,7.48,pf,1691804027
176,port elizabeth,-63.55808515937003,130.28209704600704,264.89,75,100,4.52,au,1691804028
177,lethem,74.56045122661263,140.0104031265389,276.55,87,95,6.44,ru,1691804028
178,puri,-58.14285087047304,40.59022409346852,270.49,74,44,15.78,za,1691804028
179,linares,39.92984321112132,-148.59915660273566,294.91,81,0,4.08,us,1691804029
180,farmington,83.51646169329408,-169.193988909556,273.77,95,100,4.28,us,1691804029
181,witu,-84.7954910845006,65.82408906774646,204.42,100,100,5.63,mg,1691804029
182,luanda,-29.440271813912936,96.87260527329636,289.59,66,18,3.62,au,1691804030
183,manokwari,-67.29831361446777,-4.78349841659923,248.54,94,100,9.17,za,1691804030
184,komsomolskiy,-28.03116942832669,-159.71039569858024,291.98,92,100,9.03,ck,1691804030
185,ribeira grande,42.73914379658419,-68.23373556059308,293.65,73,1,5.82,us,1691804031
186,georgetown,-18.524826868202553,-89.32523548593122,292.7,77,8,9.77,pe,1691804031
187,bima,-3.786849074600511,-145.68803182059872,300.23,75,10,5.07,pf,1691804031
188,thompson,46.21095384904777,9.09138066572595,288.38,92,40,0.0,ch,1691804032
189,omboue,-20.292305571257955,-44.049691234791084,290.11,60,31,1.27,br,1691804032
190,aklavik,3.065244801258615,-139.56695207316716,299.87,82,17,4.8,pf,1691804032
191,antalaha,-23.714701859510228,-134.62919499475902,293.14,54,51,7.38,pf,1691804033
192,salalah,12.080864574408565,-32.560701147677406,300.89,74,99,4.58,cv,1691804033
193,namatanai,20.7509363855268,103.77177793728066,296.18,79,81,1.06,la,1691804033
194,ypsonas,-54.36289166448299,-92.79227896864941,276.88,97,100,10.04,cl,1691804033
195,sambhal,75.99670272138752,10.568441411719192,281.26,97,100,5.93,sj,1691804034
196,pulivendla,80.83822293044943,-16.39758564478805,272.28,99,100,2.83,gl,1691804034
197,shira,13.886088800548464,123.22315190846001,301.91,77,100,3.11,ph,1691804034
198,dunedin,74.98063469855643,133.85894635294522,274.83,93,97,9.52,ru,1691804035
199,duldurga,6.892741694877358,56.805651954265585,299.21,80,98,6.82,so,1691804035
200,martan-chu,27.11671690039961,20.759612714341557,298.24,56,0,6.27,ly,1691804035
201,lermontovka,82.01384484253583,-144.17375931216705,273.87,88,98,1.74,us,1691804036
202,tura,62.04284274027367,127.56299276924148,290.21,95,100,3.76,ru,1691804036
203,ponta do sol,-53.27515532975503,82.86150188277213,272.65,83,100,14.94,au,1691804036
204,tuktoyaktuk,20.00405598736502,-143.28055458212475,296.76,67,86,5.84,us,1691804037
205,tacoronte,-39.60229274947669,-171.21474748625516,284.74,88,100,14.73,to,1691804037
206,mitu,-37.65922726839729,137.07788195456237,284.72,72,100,7.19,au,1691804037
207,severnoye,19.54260948008428,164.2147600909949,300.98,69,100,6.19,ki,1691804038
208,bambous virieux,-79.67305235545444,27.92839022712556,215.47,80,100,6.95,za,1691804038
209,kavaratti,26.022849131958225,7.357265537241233,299.19,18,0,2.28,ly,1691804038
210,charagua,-86.69593545184114,-2.0529108799888434,220.99,87,100,11.34,za,1691804038
211,haapu,41.71429943182537,-177.18007964709264,290.15,76,100,7.29,ru,1691804039
212,scarborough,-89.29277098340911,157.51848003949345,206.88,100,97,4.79,nz,1691804039
213,caravelas,44.51332179909977,167.1999364908654,286.21,96,100,9.37,ru,1691804040
214,witrivier,47.90870559581947,-45.17546149714883,288.22,94,100,4.3,ca,1691804040
215,ancud,-34.60228008513527,-129.01057046624936,285.64,58,62,14.22,pf,1691804040
216,copiapo,23.16463801966296,-111.82891327316473,299.76,81,5,6.69,mx,1691804041
217,bolungarvik,-53.544037257387295,-26.47790519981322,275.32,98,100,15.59,br,1691804041
218,lebu,31.205791681548675,-114.96626444789602,305.21,64,0,1.34,mx,1691804042
219,awbari,24.2784450466053,15.96343508597056,298.91,31,0,6.48,ly,1691804042
220,hofn,-18.591917903969957,46.23161062048359,291.44,68,100,0.38,mg,1691804042
221,whyalla,0.2344728541522727,-59.92201030519021,296.63,84,51,0.09,br,1691804043
222,haibowan,-18.249585174522267,127.10249557328359,300.69,23,95,7.31,au,1691804043
223,hobyo,-10.817861871427894,143.41553314270158,297.6,73,54,8.56,pg,1691804044
224,ixtapa,5.565123057801657,107.00381942001326,301.94,75,12,7.16,my,1691804044
225,udachnyy,-46.62803334711548,-61.9500524642187,277.77,84,100,17.21,ar,1691804044
226,kokopo,-42.69232505551989,-26.99629705113108,281.63,69,0,10.51,br,1691804045
227,lavrentiya,32.68976401893188,35.56882522262856,301.22,83,0,0.9,il,1691804045
228,quatre cocos,77.40556794105066,-75.79965935415272,272.9,98,100,2.29,gl,1691804045
229,bonavista,-75.89894884044567,-91.57837651331583,222.47,100,100,0.8,cl,1691804046
230,mar del plata,-69.26803132581537,-70.62275729737695,236.28,91,100,3.23,ar,1691804046
231,cabo san lucas,79.5838734460049,159.07877595381154,274.13,90,99,10.11,ru,1691804047
232,miraflores,25.453033451150887,97.2709500294988,298.0,99,100,0.49,mm,1691804048
233,zahesi,-10.551473220536707,-74.82529355324886,294.26,95,49,1.25,pe,1691804048
234,dikson,31.726104734916603,71.71745517297228,307.97,35,0,6.65,pk,1691804048
235,pacific grove,38.706716061450294,-159.90384795737202,295.88,91,98,11.02,us,1691804049
236,hellvik,5.983252489789606,-65.794824917054,292.57,97,91,0.4,co,1691804049
237,rio grande,21.09185812082316,34.379689716382615,302.73,13,3,4.5,sd,1691804050
238,huilong,47.41926803190995,119.07229569775546,295.2,62,47,2.58,cn,1691804050
239,cayenne,-66.57408689450125,118.28012764851047,257.27,91,100,11.74,au,1691804051
240,chicama,-60.74511219188601,100.78923072813143,270.58,94,96,7.09,au,1691804052
241,at-bashi,-4.325787052958361,-109.19750943315893,298.78,74,6,7.93,ec,1691804053
242,talnakh,-25.55783306625294,-97.37823454700847,292.82,76,100,7.05,pe,1691804053
243,rio verde de mato grosso,19.257827333417566,65.92765005414768,299.13,84,100,8.96,in,1691804053
244,san juan,81.83946048622454,-80.1783956187096,271.21,100,100,1.3,gl,1691804054
245,starkville,77.95622472483498,155.6476545841927,274.38,88,100,7.53,ru,1691804054
246,magnitka,68.9643440353342,11.434659488437944,286.76,83,100,5.16,no,1691804054
247,saeby,-39.018283126873406,-166.5203514259791,285.17,91,100,12.12,ck,1691804055
248,tiruchchirappalli,40.6131880936791,126.1544333693941,289.22,96,100,1.01,cn,1691804055
249,mount gambier,30.163275928489355,-5.543618358558177,304.89,15,0,1.93,ma,1691804056
250,chernyshevskiy,67.37909821167045,-133.76842794969787,289.79,44,75,5.66,ca,1691804056
251,sao felix do xingu,72.66464749785521,10.964268976164135,283.14,94,100,4.44,no,1691804057
252,camana,84.74654630059456,-27.80161796224212,273.47,97,100,3.74,gl,1691804057
253,entre rios,-80.80045409453733,-23.618443921066472,246.58,92,100,5.12,ar,1691804058
254,ekhabi,80.78596634107504,-56.86790321477366,269.41,98,100,5.62,gl,1691804058
255,tandil,-44.278465141995525,-22.652956583158158,279.28,60,12,5.12,br,1691804058
256,coihaique,-28.3179158522193,-37.45486605126138,293.04,93,69,10.17,br,1691804059
257,clyde river,25.177538018898986,69.73971018132795,301.7,68,99,8.4,pk,1691804060
258,sumbawanga,20.51552466430607,-60.402364397540126,301.33,78,0,8.12,ag,1691804060
259,garowe,30.092974242988745,18.111914247077777,295.13,79,0,3.48,ly,1691804060
260,la ronge,-83.73313066037082,-92.73327887346672,224.35,73,98,8.49,cl,1691804061
261,nueva loja,61.96275810275853,151.0000159138454,294.49,41,5,3.27,ru,1691804061
262,general roca,19.35768181061576,103.21338086522132,295.94,81,88,1.0,la,1691804061
263,noceto,-65.87739932567189,32.36911892575159,253.05,100,100,5.68,za,1691804062
264,santa rita do sapucai,-82.23766019512371,-23.210754795079367,243.26,100,100,4.32,ar,1691804062
265,union,-56.41942648752105,-117.38065213952146,274.03,75,100,6.4,pf,1691804063
266,evensk,-80.16982567229297,-102.55955825963827,222.07,100,66,5.8,cl,1691804063
267,megion,4.403570976896916,-60.87565566255209,298.31,66,54,1.28,gy,1691804063
268,anadyr,-17.315864011577986,-94.93405063525518,294.42,84,96,7.82,ec,1691804064
269,narsaq,-46.83427145966179,29.14390900535335,278.59,96,100,10.35,za,1691804064
270,nanortalik,-76.17491586448496,-152.0148973441857,234.11,100,100,2.75,pf,1691804064
271,poum,18.491860039011,86.87248960800883,301.87,81,100,6.9,in,1691804065
272,fredericton,27.41027582919014,174.49616738446122,299.64,78,13,7.31,ki,1691804065
273,ayan,-36.302996080508265,-70.9660440872198,261.47,53,58,2.43,cl,1691804065
274,asau,-81.89971403424207,164.8370322320539,221.59,73,12,0.48,nz,1691804066
275,faanui,37.47614383075256,-90.39174663438108,301.0,77,4,1.9,us,1691804066
276,ziniare,-42.53378691119235,12.354536208256604,282.25,81,100,11.85,za,1691804067
277,skorodnoye,-2.336525629092449,39.96250790470006,293.35,94,89,2.45,ke,1691804067
278,rafaela,-52.39356113477837,101.16130275804613,276.7,92,100,12.56,au,1691804068
279,inderborskiy,-10.38745160411976,6.688822215486226,292.63,79,79,7.15,ao,1691804068
280,atasu,2.736637029728243,133.16124198310234,301.33,74,75,3.94,id,1691804069
281,kaitangata,77.10835129446326,173.72350458264435,272.94,99,100,3.91,ru,1691804070
282,sitka,89.5634628085364,-165.6649662280897,272.21,90,96,2.97,us,1691804070
283,yangcun,34.10296848176391,-42.451901030693534,298.93,82,62,3.4,pt,1691804070
284,harindanga,-13.773221938027973,-21.43841930526503,296.24,67,63,9.34,sh,1691804071
285,comodoro rivadavia,-8.892122137975932,118.29294097250119,299.14,73,8,5.01,id,1691804072
286,klaksvik,-58.09899458899136,94.83004961845671,272.53,85,78,11.8,au,1691804072
287,khandyga,-71.11033034934323,-156.4649853267261,266.74,96,100,3.47,pf,1691804073
288,dujuma,73.70110528619699,99.90871157764963,277.32,55,6,4.02,ru,1691804073
289,sabang,63.69812510925382,-92.04431311012087,289.17,74,100,5.76,ca,1691804073
290,xiongyue,20.981930652036596,-152.08466173963643,297.84,64,23,5.22,us,1691804074
291,batagay-alyta,-3.174734653040275,7.205986599389377,295.98,92,100,5.53,ga,1691804074
292,sorvag,-16.77171655846766,-127.90833262480237,296.36,70,93,6.78,pf,1691804074
293,bannu,-57.15140674926264,23.670300285337305,271.7,87,100,10.1,za,1691804075
294,azimur,87.68021431072262,-9.543693502741917,270.82,92,39,2.61,gl,1691804075
295,muros,68.0065911020564,-138.92152288957755,290.02,45,58,9.49,ca,1691804075
296,benghazi,-14.434945799036,54.54993371916089,297.27,81,3,5.59,mg,1691804076
297,vaitupu,12.340916578595454,59.065167984655716,299.18,83,100,10.93,om,1691804076
298,miri,0.9925881216090602,156.587819279099,301.56,74,55,3.79,pg,1691804076
299,makat,-27.55486669148184,85.41065506234332,289.49,64,100,7.16,au,1691804077
300,nakusp,-9.905914440170932,78.15707432153755,298.12,78,100,9.67,mv,1691804077
301,vuktyl,33.649894749785716,32.68338715382578,299.56,70,0,3.53,cy,1691804077
302,carutapera,70.17215502474767,158.3792818873722,286.51,49,6,5.35,ru,1691804078
303,fuling,28.58230633061757,78.3952808605519,302.13,67,63,3.28,in,1691804078
304,lasa,14.606065178019222,78.2263163322242,300.93,66,99,7.75,in,1691804078
305,muyezerskiy,54.67823923101258,89.78409304714671,286.62,97,100,1.34,ru,1691804079
306,tuatapere,-71.14460171812254,124.88507015925177,223.04,100,100,0.85,au,1691804079
307,coquimbo,-52.86772517788258,176.85077848205702,279.57,88,100,7.24,nz,1691804079
308,los llanos de aridane,50.74898628701493,113.92591274711015,292.23,52,0,3.95,ru,1691804080
309,broome,-18.640282252445687,-103.92009422381466,295.64,78,97,3.65,ec,1691804080
310,xining,42.97483033967532,45.53046178100132,293.47,41,6,2.48,ru,1691804080
311,porto santo,47.35543623595851,133.93663373058797,296.4,81,94,4.7,ru,1691804081
312,palmer,64.11662517947607,100.26398992014185,292.76,56,100,1.34,ru,1691804081
313,meadow lake,26.81738815361983,-32.234225055564735,299.16,79,0,11.08,cv,1691804081
314,birao,75.93364500737269,-127.10864674458375,273.27,98,100,5.98,ca,1691804082
315,arman,30.22142728423428,-16.57165335009546,297.15,81,6,11.18,es,1691804082
316,abu dhabi,-76.45225037342554,-6.008843533975863,237.34,95,100,4.68,za,1691804082
